AA_FileName,AA_Plot,AGG_AERODYNAMIC_DIAMETER_CENTER,AGG_AERODYNAMIC_DIAMETER_STANDARD_DEVIATION,AGG_EFF_DM_CENTER,AGG_EFF_DM_STANDARD_DEVIATION,AGG_EFF_RHO_100NM_CENTER,AGG_EFF_RHO_100NM_STANDARD_DEVIATION,AGG_EXPONENT_CONTINUUM_REGIME_D_MC_CENTER,AGG_EXPONENT_CONTINUUM_REGIME_D_MC_STANDARD_DEVIATION,AGG_EXPONENT_FREE_MOLECULAR_D_MFM_CENTER,AGG_EXPONENT_FREE_MOLECULAR_D_MFM_STANDARD_DEVIATION,AGG_EXPONENT_PROJECTED_AREA_COEFFICIENT_CENTER,AGG_EXPONENT_PROJECTED_AREA_COEFFICIENT_STANDARD_DEVIATION,AGG_FRACTAL_DIMENSION_CENTER,AGG_FRACTAL_DIMENSION_STANDARD_DEVIATION,AGG_FRACTAL_PREFACTOR_CENTER,AGG_FRACTAL_PREFACTOR_STANDARD_DEVIATION,AGG_MATERIAL_DENSITY_CENTER,AGG_MATERIAL_DENSITY_STANDARD_DEVIATION,AGG_MOBILITY_DIAMETER_CENTER_MAX,AGG_MOBILITY_DIAMETER_CENTER_MIN,AGG_POLYDISPERSITY_SIGMA_EACH_MOBILITY_CENTER,AGG_POLYDISPERSITY_SIGMA_EACH_MOBILITY_STANDARD_DEVIATION,AGG_POLYDISPERSITY_SIGMA_WITHIN_CENTER,AGG_POLYDISPERSITY_SIGMA_WITHIN_STANDARD_DEVIATION,AGG_PREFACTOR_PROJECTED_AREA_COEFFICIENT_CENTER,AGG_PREFACTOR_PROJECTED_AREA_COEFFICIENT_STANDARD_DEVIATION,AGG_PRIMARY_DIAMETER_CENTER,AGG_PRIMARY_DIAMETER_STANDARD_DEVIATION,AGG_PRIMARY_NUMBER_CENTER,AGG_PRIMARY_NUMBER_STANDARD_DEVIATION,AGG_RI_IMAG_CENTER,AGG_RI_IMAG_STANDARD_DEVIATION,AGG_RI_REAL_CENTER,AGG_RI_REAL_STANDARD_DEVIATION,AGG_WLENGTH_CENTER,AGG_WLENGTH_STANDARD_DEVIATION,AIR_PRESSURE_CENTER,AIR_PRESSURE_STANDARD_DEVIATION,AIR_TEMPERATURE_CENTER,AIR_TEMPERATURE_STANDARD_DEVIATION,CPC_NUMBER_DENSITY_CENTER,CPC_NUMBER_DENSITY_STANDARD_DEVIATION,D_TEM,MONTECARLO_ARRAY_SIZE,MONTECARLO_RANDOM_SIZE,MobilityBins,NumberOfSigma,PAX_ABSORPTION_COEFFICIENT_CENTER,PAX_ABSORPTION_COEFFICIENT_STANDARD_DEVIATION,PAX_SCATTERING_COEFFICIENT_CENTER,PAX_SCATTERING_COEFFICIENT_STANDARD_DEVIATION,PAX_WAVE_LENGTH_CENTER,PAX_WAVE_LENGTH_STANDARD_DEVIATION,PrimaryBins,VERSION,dp100_nano
TR_2019-09-23T082205+0000.csv,1,-1,-1,2.2,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T082339+0000.csv,1,-1,-1,2.2,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.4,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T090854+0000.csv,1,-1,-1,2.2,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.8,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T095628+0000.csv,1,-1,-1,2.5,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.375,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T095833+0000.csv,1,-1,-1,2.5,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.4,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.375,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T105540+0000.csv,1,-1,-1,2.5,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.8,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.375,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T114731+0000.csv,1,-1,-1,2.8,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.75,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T115008+0000.csv,1,-1,-1,2.8,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.4,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.75,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T125214+0000.csv,1,-1,-1,2.8,0.01,450,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1.8,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0.75,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,15.17319211
TR_2019-09-23T134225+0000.csv,1,-1,-1,2.2,0.01,550,1,0.52,-1,0.46,-1,1.1,-1,1.9,-1,1.2,0,1800,-1,950,50,1,-1,1,0,1.13,-1,-1,-1,-1,-1,0.6,-1,1.6,-1,870,-1,93900,1,298,1,-1,-1,0,10000,2500,59,3,-1,-1,-1,-1,-1,-1,48,0.2,19.49910492
